parent1,parent2,child,f1_hz,f2_hz,f3_hz,amp_child,amp_parent_geom,child_parent_amp_ratio,bic_0681,null95_0681,excess_0681,bic_0680,null95_0680,excess_0680,ampcorr_0681,ampcorr_0680,nwin_0681,nwin_0680,reproducible_positive,combined_edge_score
F02,F02,F11,3.965465198864866,3.965465198864866,7.890713778411583,0.041594555650669995,0.602146666999927,0.06907711680595424,0.06836055006734432,0.12343432210789346,-0.05507377204054914,0.18516421868882713,0.2741148506669354,-0.08895063197810829,0.8361433997783748,0.8545641645168064,46,55,0.0,-0.05507377204054914
F06,F10,F20,5.415660511365317,7.712269176138788,13.04856178977678,0.04924068860410876,0.07176820818128823,0.6861072590766873,0.00659154597615873,0.06334328087470602,-0.05675173489854729,0.27043932485002986,0.3840956388218716,-0.11365631397184173,0.9520845833268584,0.9350468871494297,46,55,0.0,-0.05675173489854729
F06,F16,F24,5.415660511365317,9.40669389204844,14.707031250004631,0.008170907238442923,0.09730133218616341,0.08397528641036278,0.005933808984066918,0.10729795105844242,-0.1013641420743755,0.1253230273350138,0.05340022401187087,0.07192280332314294,0.49190601570578535,0.84478995574451,46,55,0.0,-0.05821046008048974
F01,F19,F26,3.371803977273755,12.60697798295853,16.049893465914103,0.011993357807503005,0.25711499973804935,0.04664588927025621,0.002851056713028202,0.061416463432783786,-0.05856540671975558,0.14330160242811416,0.17471814626216706,-0.0314165438340529,0.6211730264308061,0.74537149648188,46,55,0.0,-0.05856540671975558
F09,F26,F33,6.993696732956727,16.049893465914103,23.157848011370874,0.013581697296790683,0.021906018673355235,0.619998435101783,0.0018633707988970406,0.06373416272633324,-0.0618707919274362,0.03977395483076038,0.06415130351782002,-0.02437734868705964,0.6916161963810009,0.8038192408999623,46,55,0.0,-0.0618707919274362
F08,F31,F34,6.888760653411199,21.895951704552324,28.853959517054484,0.0038774188684715786,0.017038149898856353,0.227572764149225,0.0013220251447883964,0.06423443194697627,-0.06291240680218788,0.022191295404481812,0.06779337662754373,-0.04560208122306192,0.4029823770150997,0.7074051081200338,45,55,0.0,-0.06291240680218788
F09,F31,F34,6.993696732956727,21.895951704552324,28.853959517054484,0.0038774188684715786,0.01578179276624382,0.24568937926780493,0.01690279565100469,0.08000152150788492,-0.06309872585688023,0.02069655471734596,0.07931057533545019,-0.05861402061810423,0.39908479200921043,0.7097261836501293,45,55,0.0,-0.06309872585688023
F02,F06,F16,3.965465198864866,5.415660511365317,9.40669389204844,0.07883255131059802,0.26891630712471043,0.29314901782449093,0.0252484999659165,0.08980283607372558,-0.06455433610780908,0.18311096897993512,0.3818599430321094,-0.1987489740521743,0.9589015363074124,0.8397002751665734,46,55,0.0,-0.06455433610780908
F07,F13,F24,6.35555752841107,8.402077414775336,14.707031250004631,0.008170907238442923,0.08187681875520586,0.09979512348754273,0.03161297355164959,0.09782236285921372,-0.06620938930756413,0.028517905937206357,0.07318787784105242,-0.04466997190384606,0.4649293723585914,0.8115094779728423,46,55,0.0,-0.06620938930756413
F10,F22,F30,7.712269176138788,13.651544744322445,21.401633522733952,0.020516608973005925,0.026883613130037884,0.763164120602602,0.00905914745069066,0.07599035938732639,-0.06693121193663573,0.0007559736885789982,0.06945545355582093,-0.06869947986724194,0.8163476905529098,0.5667586390461998,46,55,0.0,-0.06693121193663573
F08,F11,F24,6.888760653411199,7.890713778411583,14.707031250004631,0.008170907238442923,0.04404305151361135,0.18552091550508787,0.013110206611303516,0.08212252799910776,-0.06901232138780423,0.016104343798433122,0.15560594071255066,-0.13950159691411754,0.5509780622717209,0.9253714928787155,46,55,0.0,-0.06901232138780423
F03,F16,F22,4.190784801137673,9.40669389204844,13.651544744322445,0.016851674341484213,0.1278011384532826,0.13185856202403318,0.01960496162409153,0.11331411295500404,-0.09370915133091251,0.35928129109827256,0.3185279675256517,0.04075332357262085,0.7786628768746632,0.8790698104149661,46,55,0.0,-0.06925715718734
F11,F24,F32,7.890713778411583,14.707031250004631,22.597745028416167,0.006124185622666188,0.01843543478863128,0.3321964300208876,0.02798761890129499,0.10799049388660002,-0.08000287498530503,0.17778099133108366,0.22441625994156103,-0.04663526861047737,0.6857299234013734,0.8896688131597509,46,55,0.0,-0.08000287498530503
F16,F19,F31,9.40669389204844,12.60697798295853,21.895951704552324,0.006224816536205332,0.05387472266139921,0.11554243305024679,0.010047147717525743,0.09293084635252569,-0.08288369863499995,0.03626131665303314,0.11160149384364468,-0.07534017719061153,0.9269353449126473,0.8175232975336162,46,55,0.0,-0.08288369863499995
F12,F29,F34,8.026544744320685,20.75710227273378,28.853959517054484,0.0038774188684715786,0.02044667489194352,0.18963566882942784,0.011861358578704337,0.0975399570189683,-0.08567859844026396,0.013958810542206435,0.06110429619326825,-0.047145485651061816,0.6233808992254899,0.8251358581824624,45,55,0.0,-0.08567859844026396
